court_region,judge_id,judge_grant_rate,claim_amount,debtor_type,has_pledge,has_guarantor,case_duration,result,is_individual
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,280000.0,ФЛ,0,0,59,1,1
СПб,judge_СПб_9,0.5475544822505934,36000.0,ФЛ,0,0,54,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,523000.0,ФЛ,0,0,88,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,150000.0,ФЛ,0,0,74,0,1
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,136000.0,ООО (микро),0,0,51,1,0
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,51000.0,ФЛ,0,0,128,0,1
Москва,judge_Москва_7,0.5007196575036572,237000.0,ФЛ,0,0,88,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,32000.0,ИП,1,0,56,1,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,495000.0,ООО (микро),0,0,77,1,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,263000.0,ФЛ,0,0,118,1,1
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,279000.0,ФЛ,0,1,118,0,1
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,46000.0,ФЛ,0,0,94,0,1
СПб,judge_СПб_3,0.30608941849439775,220000.0,ООО (микро),0,0,66,0,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,266000.0,ФЛ,0,0,92,1,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,22000.0,ИП,0,0,81,0,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,131000.0,ИП,1,0,144,1,0
Москва,judge_Москва_9,0.4570815333069441,392000.0,ФЛ,0,0,51,0,1
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,26000.0,ИП,0,0,76,0,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,67000.0,ФЛ,0,0,75,0,1
Москва,judge_Москва_5,0.5375852819727232,135000.0,ФЛ,0,1,104,0,1
Москва,judge_Москва_1,0.6015433072450408,156000.0,ФЛ,0,1,63,0,1
Москва,judge_Москва_9,0.4570815333069441,544000.0,ФЛ,0,0,83,0,1
СПб,judge_СПб_0,0.5340483498342926,41000.0,ФЛ,0,0,98,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,10000.0,ИП,0,0,120,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,368000.0,ООО (малое),0,0,75,1,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,295000.0,ИП,0,0,99,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,315000.0,ФЛ,0,0,108,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,221000.0,ООО (среднее),0,0,78,1,0
Москва,judge_Москва_0,0.4949765510836051,1191000.0,ФЛ,0,1,132,0,1
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,277000.0,ООО (малое),0,0,91,1,0
СПб,judge_СПб_8,0.6986980958047201,71000.0,ООО (микро),0,0,105,1,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,61000.0,ФЛ,0,0,69,0,1
Москва,judge_Москва_0,0.4949765510836051,326000.0,ФЛ,0,0,99,0,1
Москва,judge_Москва_8,0.589257975040246,1888000.0,ФЛ,1,0,78,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,128000.0,ФЛ,0,0,86,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,153000.0,ФЛ,0,0,115,1,1
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,375000.0,ФЛ,0,0,104,0,1
Москва,judge_Москва_0,0.4949765510836051,2069000.0,ФЛ,1,0,101,0,1
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,239000.0,ИП,0,0,89,1,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,245000.0,ООО (малое),0,0,103,1,0
СПб,judge_СПб_9,0.5475544822505934,85000.0,ФЛ,0,0,85,0,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,101000.0,ООО (среднее),0,0,33,1,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,59000.0,ООО (микро),0,0,72,0,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,229000.0,ФЛ,0,0,122,0,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,3435000.0,ООО (микро),1,0,186,1,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,507000.0,ФЛ,0,1,110,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,109000.0,ФЛ,0,0,56,0,1
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,226000.0,ФЛ,0,0,74,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,126000.0,ФЛ,0,0,103,0,1
Москва,judge_Москва_3,0.6868450123265756,28000.0,ИП,0,0,68,1,0
СПб,judge_СПб_2,0.7038714967614599,80000.0,ФЛ,0,0,89,0,1
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,339000.0,ООО (малое),0,0,59,1,0
Москва,judge_Москва_2,0.5973860833744824,113000.0,ООО (микро),0,0,43,1,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,80000.0,ИП,1,0,89,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,53000.0,ИП,0,1,99,0,0
Москва,judge_Москва_6,0.34890371102553724,83000.0,ООО (малое),0,0,57,1,0
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,134000.0,ООО (среднее),0,0,124,0,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,276000.0,ФЛ,0,0,99,0,1
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,258000.0,ООО (микро),0,0,120,1,0
Москва,judge_Москва_4,0.45831731561816286,191000.0,ООО (микро),0,0,87,0,0
Москва,judge_Москва_10,0.5579831812215705,296000.0,ИП,0,0,75,0,0
СПб,judge_СПб_2,0.7038714967614599,48000.0,ФЛ,0,0,45,0,1
Москва,judge_Москва_2,0.5973860833744824,36000.0,ООО (среднее),0,0,83,1,0
Москва,judge_Москва_0,0.4949765510836051,176000.0,ИП,0,1,71,0,0
Москва,judge_Москва_1,0.6015433072450408,163000.0,ИП,0,0,103,1,0
Москва,judge_Москва_10,0.5579831812215705,203000.0,ФЛ,0,0,73,0,1
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,23000.0,ООО (малое),0,0,78,1,0
Москва,judge_Москва_2,0.5973860833744824,83000.0,ФЛ,0,0,54,0,1
Респ. Татарстан,judge_Респ. Татарстан_11,0.4934694796289753,173000.0,ИП,0,0,80,0,0
Москва,judge_Москва_7,0.5007196575036572,258000.0,ООО (микро),0,0,78,1,0
Москва,judge_Москва_10,0.5579831812215705,388000.0,ФЛ,0,0,56,0,1
Москва,judge_Москва_6,0.34890371102553724,249000.0,ООО (малое),0,0,117,0,0
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,300000.0,ООО (малое),0,0,116,1,0
Респ. Татарстан,judge_Респ. Татарстан_1,0.6178298186747367,200000.0,ООО (микро),0,0,75,1,0
СПб,judge_СПб_2,0.7038714967614599,181000.0,ИП,0,0,79,1,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,680000.0,ФЛ,1,0,83,1,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,201000.0,ФЛ,0,0,52,0,1
СПб,judge_СПб_7,0.4023670306845399,214000.0,ИП,0,0,104,0,0
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,89000.0,ФЛ,0,0,77,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,897000.0,ФЛ,1,0,92,1,1
СПб,judge_СПб_9,0.5475544822505934,22000.0,ООО (микро),0,0,90,1,0
СПб,judge_СПб_2,0.7038714967614599,270000.0,ООО (малое),0,0,61,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,184000.0,ФЛ,0,1,136,1,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,67000.0,ООО (микро),0,0,64,1,0
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,78000.0,ФЛ,0,0,85,1,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,110000.0,ФЛ,0,0,103,0,1
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,228000.0,ФЛ,0,0,95,0,1
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,713000.0,ИП,0,0,106,0,0
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,168000.0,ФЛ,0,0,123,0,1
СПб,judge_СПб_3,0.30608941849439775,112000.0,ООО (среднее),0,0,71,0,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,145000.0,ООО (микро),0,0,81,1,0
Москва,judge_Москва_6,0.34890371102553724,193000.0,ООО (малое),0,0,59,0,0
СПб,judge_СПб_9,0.5475544822505934,125000.0,ФЛ,0,0,78,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,44000.0,ФЛ,0,0,102,0,1
СПб,judge_СПб_9,0.5475544822505934,106000.0,ФЛ,0,0,79,0,1
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,88000.0,ФЛ,0,0,104,0,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,24000.0,ИП,0,0,137,0,0
Москва,judge_Москва_8,0.589257975040246,342000.0,ООО (микро),0,1,58,1,0
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,26000.0,ФЛ,0,0,104,0,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,111000.0,ООО (среднее),0,0,133,1,0
Москва,judge_Москва_8,0.589257975040246,41000.0,ФЛ,0,1,70,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,60000.0,ООО (микро),1,0,115,1,0
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,43000.0,ФЛ,0,0,79,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,379000.0,ФЛ,0,1,72,0,1
Москва,judge_Москва_0,0.4949765510836051,189000.0,ФЛ,0,0,90,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,113000.0,ФЛ,0,0,106,1,1
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,154000.0,ООО (среднее),0,1,109,1,0
Москва,judge_Москва_5,0.5375852819727232,254000.0,ИП,0,0,40,1,0
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,125000.0,ООО (малое),1,0,125,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,408000.0,ООО (микро),0,0,118,1,0
Москва,judge_Москва_7,0.5007196575036572,108000.0,ФЛ,0,0,74,0,1
Новосибирская обл.,judge_Новосибирская обл._1,0.3273509633866546,37000.0,ООО (микро),0,0,98,0,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,69000.0,ИП,1,0,136,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,11000.0,ООО (малое),0,1,123,1,0
Москва,judge_Москва_4,0.45831731561816286,303000.0,ФЛ,0,0,67,0,1
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,132000.0,ФЛ,0,0,88,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,886000.0,ИП,0,0,122,0,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,321000.0,ООО (микро),0,0,96,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,94000.0,ООО (микро),0,0,70,0,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,126000.0,ФЛ,0,0,63,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,58000.0,ФЛ,0,0,80,0,1
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,666000.0,ООО (микро),0,0,108,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,39000.0,ФЛ,0,0,53,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,914000.0,ФЛ,0,0,123,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,119000.0,ФЛ,0,0,97,0,1
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,664000.0,ООО (малое),0,1,86,1,0
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,199000.0,ООО (малое),0,0,63,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,226000.0,ООО (малое),0,0,96,1,0
Респ. Татарстан,judge_Респ. Татарстан_9,0.3734870114961073,481000.0,ИП,1,0,110,0,0
СПб,judge_СПб_0,0.5340483498342926,36000.0,ФЛ,0,0,49,0,1
Москва,judge_Москва_5,0.5375852819727232,318000.0,ФЛ,0,0,67,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,76000.0,ФЛ,0,0,72,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,2065000.0,ИП,0,0,89,0,0
Москва,judge_Москва_7,0.5007196575036572,292000.0,ООО (микро),1,0,80,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,36000.0,ООО (микро),0,1,106,1,0
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,245000.0,ИП,0,0,76,1,0
Москва,judge_Москва_7,0.5007196575036572,659000.0,ООО (микро),0,0,57,0,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,117000.0,ФЛ,0,0,59,0,1
СПб,judge_СПб_6,0.533613288350523,454000.0,ООО (микро),0,0,90,1,0
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,22000.0,ООО (микро),0,0,84,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,86000.0,ФЛ,0,1,85,0,1
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,461000.0,ФЛ,0,0,88,0,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,576000.0,ООО (микро),0,1,77,1,0
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,387000.0,ООО (микро),0,0,99,1,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,52000.0,ООО (микро),0,0,82,1,0
СПб,judge_СПб_9,0.5475544822505934,148000.0,ФЛ,0,1,72,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,295000.0,ФЛ,0,0,104,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,95000.0,ООО (малое),0,0,85,0,0
Москва,judge_Москва_10,0.5579831812215705,55000.0,ООО (среднее),0,0,43,0,0
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,199000.0,ИП,0,0,99,0,0
СПб,judge_СПб_9,0.5475544822505934,96000.0,ИП,0,0,65,0,0
СПб,judge_СПб_2,0.7038714967614599,379000.0,ФЛ,0,0,56,1,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,328000.0,ФЛ,0,0,69,0,1
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,113000.0,ФЛ,0,0,86,0,1
СПб,judge_СПб_4,0.6103441225038132,99000.0,ФЛ,0,0,74,1,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,637000.0,ФЛ,0,0,101,0,1
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,423000.0,ООО (микро),0,0,81,1,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,247000.0,ФЛ,0,0,96,0,1
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,362000.0,ФЛ,0,0,93,1,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,904000.0,ООО (микро),0,0,123,0,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,48000.0,ООО (микро),0,0,83,1,0
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,317000.0,ООО (микро),0,0,103,1,0
СПб,judge_СПб_1,0.6962378120346018,157000.0,ФЛ,0,0,58,1,1
СПб,judge_СПб_4,0.6103441225038132,26000.0,ИП,1,0,80,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,31000.0,ФЛ,0,0,81,1,1
Москва,judge_Москва_2,0.5973860833744824,103000.0,ФЛ,0,0,66,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,13000.0,ИП,0,0,78,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,121000.0,ФЛ,0,0,109,1,1
СПб,judge_СПб_4,0.6103441225038132,174000.0,ФЛ,0,0,62,0,1
СПб,judge_СПб_4,0.6103441225038132,54000.0,ФЛ,0,0,69,0,1
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,60000.0,ФЛ,0,1,96,0,1
Москва,judge_Москва_1,0.6015433072450408,29000.0,ООО (микро),1,0,111,1,0
Свердловская обл.,judge_Свердловская обл._4,0.8,92000.0,ИП,0,0,95,1,0
Москва,judge_Москва_2,0.5973860833744824,68000.0,ФЛ,0,0,71,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,293000.0,ООО (микро),1,0,88,1,0
СПб,judge_СПб_7,0.4023670306845399,811000.0,ФЛ,0,0,102,0,1
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,25000.0,ФЛ,0,0,61,0,1
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,251000.0,ИП,0,0,72,0,0
Москва,judge_Москва_2,0.5973860833744824,177000.0,ООО (микро),0,0,81,1,0
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,161000.0,ФЛ,0,0,107,1,1
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,160000.0,ФЛ,0,0,96,0,1
Москва,judge_Москва_3,0.6868450123265756,1232000.0,ООО (микро),1,0,120,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,211000.0,ООО (малое),0,0,87,1,0
СПб,judge_СПб_2,0.7038714967614599,10000.0,ФЛ,0,1,82,0,1
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,328000.0,ФЛ,0,0,115,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,112000.0,ФЛ,0,1,80,0,1
Москва,judge_Москва_5,0.5375852819727232,324000.0,ФЛ,1,0,82,0,1
Респ. Татарстан,judge_Респ. Татарстан_1,0.6178298186747367,158000.0,ФЛ,0,0,111,0,1
Москва,judge_Москва_2,0.5973860833744824,451000.0,ИП,1,0,53,0,0
Москва,judge_Москва_9,0.4570815333069441,627000.0,ООО (микро),0,0,80,0,0
СПб,judge_СПб_2,0.7038714967614599,32000.0,ООО (среднее),0,0,46,1,0
СПб,judge_СПб_7,0.4023670306845399,10000.0,ФЛ,0,0,34,0,1
СПб,judge_СПб_6,0.533613288350523,327000.0,ФЛ,0,1,70,0,1
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,63000.0,ООО (малое),0,0,109,1,0
Москва,judge_Москва_3,0.6868450123265756,925000.0,ООО (микро),0,1,99,1,0
СПб,judge_СПб_7,0.4023670306845399,213000.0,ООО (среднее),1,0,65,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,233000.0,ФЛ,0,0,82,0,1
СПб,judge_СПб_3,0.30608941849439775,473000.0,ИП,0,0,59,0,0
Свердловская обл.,judge_Свердловская обл._4,0.8,286000.0,ИП,0,0,80,1,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,117000.0,ООО (малое),0,0,87,1,0
Москва,judge_Москва_0,0.4949765510836051,352000.0,ИП,0,0,66,0,0
СПб,judge_СПб_4,0.6103441225038132,318000.0,ФЛ,0,0,90,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,172000.0,ООО (малое),0,0,112,0,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,93000.0,ИП,0,0,100,0,0
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,119000.0,ООО (микро),0,0,100,1,0
СПб,judge_СПб_7,0.4023670306845399,228000.0,ООО (малое),0,0,81,0,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,549000.0,ООО (малое),0,0,118,1,0
Москва,judge_Москва_7,0.5007196575036572,201000.0,ФЛ,1,0,62,0,1
Москва,judge_Москва_4,0.45831731561816286,960000.0,ООО (малое),0,1,55,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,932000.0,ИП,0,0,108,0,0
Москва,judge_Москва_8,0.589257975040246,12000.0,ИП,0,0,90,0,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,148000.0,ООО (малое),0,0,80,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,515000.0,ИП,0,0,74,1,0
Москва,judge_Москва_10,0.5579831812215705,541000.0,ФЛ,1,1,79,0,1
Респ. Татарстан,judge_Респ. Татарстан_11,0.4934694796289753,81000.0,ФЛ,0,0,124,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,121000.0,ФЛ,0,0,100,0,1
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,207000.0,ФЛ,0,0,115,1,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,21000.0,ФЛ,0,0,57,0,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,49000.0,ФЛ,0,0,88,0,1
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,325000.0,ООО (микро),1,0,100,0,0
СПб,judge_СПб_6,0.533613288350523,106000.0,ООО (микро),1,0,77,1,0
Москва,judge_Москва_0,0.4949765510836051,346000.0,ИП,1,0,80,1,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,69000.0,ООО (среднее),0,0,100,1,0
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,1512000.0,ИП,0,1,197,0,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,67000.0,ФЛ,0,0,73,1,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,1409000.0,ФЛ,0,0,92,0,1
СПб,judge_СПб_5,0.5248956031914224,34000.0,ФЛ,0,0,71,0,1
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,596000.0,ИП,0,0,95,0,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,263000.0,ООО (микро),0,0,64,1,0
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,155000.0,ООО (микро),0,0,80,1,0
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,251000.0,ФЛ,0,0,80,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,128000.0,ФЛ,0,0,82,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,1537000.0,ООО (микро),0,1,111,1,0
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,29000.0,ИП,0,0,89,0,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,56000.0,ООО (среднее),0,0,52,1,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,305000.0,ИП,0,0,99,0,0
СПб,judge_СПб_5,0.5248956031914224,151000.0,ФЛ,0,0,92,0,1
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,922000.0,ФЛ,0,1,116,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,576000.0,ФЛ,0,0,116,1,1
СПб,judge_СПб_1,0.6962378120346018,119000.0,ФЛ,0,0,67,0,1
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,1557000.0,ООО (микро),1,0,167,1,0
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,130000.0,ФЛ,0,0,77,1,1
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,40000.0,ИП,0,0,38,0,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,511000.0,ИП,0,0,105,0,0
Москва,judge_Москва_10,0.5579831812215705,305000.0,ФЛ,0,0,52,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,252000.0,ИП,0,1,102,1,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,1572000.0,ИП,1,0,118,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,168000.0,ФЛ,0,0,99,0,1
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,24000.0,ФЛ,0,0,66,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,1500000.0,ФЛ,1,0,111,0,1
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,88000.0,ООО (малое),0,0,93,1,0
Москва,judge_Москва_5,0.5375852819727232,314000.0,ФЛ,0,1,53,1,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,919000.0,ООО (малое),0,0,125,1,0
Москва,judge_Москва_0,0.4949765510836051,529000.0,ООО (микро),0,1,56,1,0
Москва,judge_Москва_10,0.5579831812215705,42000.0,ООО (среднее),0,0,81,0,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,332000.0,ФЛ,0,0,104,0,1
Москва,judge_Москва_1,0.6015433072450408,146000.0,ООО (малое),0,0,72,0,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,322000.0,ФЛ,0,0,75,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,277000.0,ФЛ,0,0,114,0,1
Новосибирская обл.,judge_Новосибирская обл._1,0.3273509633866546,326000.0,ООО (микро),1,0,114,1,0
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,515000.0,ФЛ,1,0,123,0,1
СПб,judge_СПб_1,0.6962378120346018,12000.0,ФЛ,0,1,89,1,1
Москва,judge_Москва_10,0.5579831812215705,495000.0,ООО (микро),0,0,56,0,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,343000.0,ООО (малое),0,0,109,1,0
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,191000.0,ООО (микро),0,0,111,0,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,106000.0,ООО (микро),0,0,98,0,0
СПб,judge_СПб_4,0.6103441225038132,56000.0,ФЛ,0,0,44,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,251000.0,ФЛ,0,0,101,0,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,80000.0,ИП,0,0,87,0,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,76000.0,ФЛ,0,0,80,0,1
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,77000.0,ИП,0,0,113,1,0
Респ. Татарстан,judge_Респ. Татарстан_9,0.3734870114961073,39000.0,ООО (микро),0,1,97,1,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,175000.0,ООО (малое),0,0,60,1,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,49000.0,ФЛ,0,0,89,0,1
Москва,judge_Москва_9,0.4570815333069441,302000.0,ООО (микро),0,0,95,0,0
Москва,judge_Москва_10,0.5579831812215705,103000.0,ФЛ,0,1,84,0,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,12000.0,ФЛ,0,1,68,0,1
Свердловская обл.,judge_Свердловская обл._4,0.8,210000.0,ФЛ,0,0,106,0,1
Новосибирская обл.,judge_Новосибирская обл._1,0.3273509633866546,1589000.0,ФЛ,0,0,186,0,1
СПб,judge_СПб_1,0.6962378120346018,198000.0,ФЛ,0,0,79,0,1
СПб,judge_СПб_1,0.6962378120346018,109000.0,ИП,0,0,73,1,0
